niche,rating,review_count,website_missing,has_phone,has_description,name_token_count,address_completeness,proxy_score,worth_outreach,label_source
local service business,3.11,2,0,1,1,5,0.8733191842263658,1.2,1,proxy:v1-sales-heuristic-2026-09
local service business,4.36,45,0,1,1,6,0.9581463118681354,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,3.13,415,0,1,1,2,0.707927987585546,0.3999999999999999,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.63,48,0,1,0,4,0.718201559609256,3.6,1,proxy:v1-sales-heuristic-2026-09
health care,4.89,6,0,1,0,4,0.6510009106185686,2.2,1,proxy:v1-sales-heuristic-2026-09
local service business,5.0,33,1,1,0,3,0.7021715883538678,4.8,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.48,5,0,1,0,6,0.8191988347383415,3.0,1,proxy:v1-sales-heuristic-2026-09
automotive,3.97,95,0,1,0,3,0.8849776346530999,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.17,2060,1,1,0,3,0.8051131334401407,3.5,1,proxy:v1-sales-heuristic-2026-09
home services,5.0,26,0,1,0,4,0.7192080125913787,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
health care,3.88,9,0,1,0,6,0.8008162361988187,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.89,3378,1,1,0,6,0.8466625789567104,3.5,1,proxy:v1-sales-heuristic-2026-09
health care,5.0,125,0,1,0,5,0.7399282617719148,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
home services,3.94,27,0,1,1,1,0.5786102068233913,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.55,13,0,1,0,2,0.34281972732442717,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.34,6,0,1,0,1,0.7016514669645715,3.0,0,proxy:v1-sales-heuristic-2026-09
automotive,4.06,3,0,1,0,1,0.9278341852693847,3.0,0,proxy:v1-sales-heuristic-2026-09
local service business,3.24,6,0,1,1,5,0.7210197866448527,2.0,0,proxy:v1-sales-heuristic-2026-09
local service business,3.57,27,1,1,1,5,0.7178413592770139,5.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.61,72,1,1,0,1,0.7141496454583585,6.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.12,13,0,1,0,3,0.8105157729132997,3.6,0,proxy:v1-sales-heuristic-2026-09
local service business,3.97,138,0,1,0,2,0.8321599521940994,2.6,0,proxy:v1-sales-heuristic-2026-09
automotive,3.74,11,0,0,0,1,0.5321462115699571,2.4,0,proxy:v1-sales-heuristic-2026-09
home services,4.03,1521,0,1,0,3,0.7496972772423857,1.5,0,proxy:v1-sales-heuristic-2026-09
home services,4.32,7,0,1,0,1,0.7763394653411291,3.0,0,proxy:v1-sales-heuristic-2026-09
pets,4.69,72,0,1,1,5,0.7904823865414871,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,2.71,246,0,1,1,6,0.7899335717294231,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
fitness,3.69,3,0,0,0,3,0.8707496144194381,1.8,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.24,16,0,0,1,2,0.8960937203871606,2.4,0,proxy:v1-sales-heuristic-2026-09
health care,4.1,98,0,1,0,3,0.9826424021232546,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.37,4,1,0,0,6,0.7498010113614825,4.8,1,proxy:v1-sales-heuristic-2026-09
home services,4.3,45,0,1,1,1,0.8728445753905474,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.98,94,1,0,0,5,0.6925844173645656,5.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.86,26,0,1,1,1,0.7434819144245088,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.01,44,0,1,0,2,0.6418595259766323,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.78,170,0,1,1,3,0.932179322062221,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
food & beverage,3.75,209,0,1,0,3,0.9576589121001086,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.12,22,0,1,0,2,0.8519340962680179,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.25,3011,0,1,0,5,0.8052615201145898,-0.30000000000000004,0,proxy:v1-sales-heuristic-2026-09
food & beverage,5.0,3173,0,1,1,5,0.3699934413483297,-0.2999999999999998,0,proxy:v1-sales-heuristic-2026-09
local service business,3.98,71,0,1,1,3,0.9025134901298322,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,4.68,5,0,1,0,3,0.6596972750013524,2.0,0,proxy:v1-sales-heuristic-2026-09
automotive,4.83,18,1,1,1,1,0.9798765668927496,5.8,1,proxy:v1-sales-heuristic-2026-09
fitness,4.11,27,1,1,1,4,0.679154435184042,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.03,3399,1,1,0,2,0.8211078154123201,3.5,1,proxy:v1-sales-heuristic-2026-09
fitness,3.97,33,0,1,1,2,0.8963391134353229,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.01,411,0,1,1,6,0.9019490523485225,3.0,0,proxy:v1-sales-heuristic-2026-09
home services,4.62,21,0,1,1,4,0.9536943332430275,3.6,0,proxy:v1-sales-heuristic-2026-09
automotive,4.28,15,0,1,0,5,0.7177748878268921,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.28,74,0,1,0,2,0.8281929808111609,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.53,31,0,1,0,4,0.7335883068969737,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,3.62,119,0,1,0,1,0.5027955876236652,2.6,0,proxy:v1-sales-heuristic-2026-09
automotive,5.0,29,0,1,0,2,0.9244297602045594,2.8000000000000003,1,proxy:v1-sales-heuristic-2026-09
pets,4.05,18,0,1,0,5,0.9857534966153426,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.72,3,1,1,1,3,0.9574310594144844,6.0,1,proxy:v1-sales-heuristic-2026-09
local service business,4.94,4,0,1,0,4,0.8833558382193122,1.2,0,proxy:v1-sales-heuristic-2026-09
automotive,4.3,3,1,0,1,5,0.5441433356786621,4.8,1,proxy:v1-sales-heuristic-2026-09
local service business,4.47,37,0,1,0,6,0.5796019525651323,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,4.07,5,0,1,0,1,0.847206337977539,2.0,0,proxy:v1-sales-heuristic-2026-09
automotive,3.97,97,1,1,0,4,0.9408390981554314,6.6,0,proxy:v1-sales-heuristic-2026-09
automotive,4.06,25,1,1,0,6,0.8570109951548462,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.39,18,0,1,0,2,0.9544099190015556,2.6,0,proxy:v1-sales-heuristic-2026-09
automotive,4.1,9,0,1,0,6,0.5160119197537916,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.31,1149,1,1,0,4,0.6695504470645353,4.5,1,proxy:v1-sales-heuristic-2026-09
local service business,5.0,10,1,1,0,2,0.8477919170970365,4.8,0,proxy:v1-sales-heuristic-2026-09
health care,4.2,8,1,0,0,5,0.6735482981873683,5.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
food & beverage,2.87,90,0,1,0,6,0.6695474389352442,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
home services,4.1,36,0,1,1,1,0.9403559088782434,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,5.0,18,0,1,1,5,0.4728581317046924,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
local service business,4.63,49,0,1,0,6,0.8789423127971313,2.6,0,proxy:v1-sales-heuristic-2026-09
food & beverage,3.7,24,1,1,1,4,0.8121011835497838,6.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.48,37,0,1,1,4,0.8624572674852407,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.74,9,1,1,1,1,0.9844478454707708,6.6,0,proxy:v1-sales-heuristic-2026-09
local service business,3.41,239,0,1,0,3,0.9026690234779765,1.8,0,proxy:v1-sales-heuristic-2026-09
automotive,3.96,1301,0,1,0,6,0.9655206203384772,1.5,0,proxy:v1-sales-heuristic-2026-09
local service business,4.2,135,0,1,0,5,0.7185063547561295,2.6,0,proxy:v1-sales-heuristic-2026-09
pets,3.12,19,0,1,0,3,0.8224608953561304,2.8000000000000003,1,proxy:v1-sales-heuristic-2026-09
local service business,3.52,59,0,0,0,2,0.911633903161572,1.4,0,proxy:v1-sales-heuristic-2026-09
local service business,4.16,55,0,1,0,5,0.6950263212657913,2.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.93,86,0,1,0,6,0.9092408226711309,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,4.37,9,0,1,0,2,0.6947926757284153,2.6,0,proxy:v1-sales-heuristic-2026-09
automotive,3.48,80,1,1,0,5,0.7843954689165042,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.54,186,0,1,0,2,0.8688648474937051,2.6,0,proxy:v1-sales-heuristic-2026-09
health care,3.5,18,0,1,1,5,0.9811792352387567,3.6,1,proxy:v1-sales-heuristic-2026-09
health care,5.0,25,0,1,1,6,0.7477388008208867,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
local service business,3.21,13,0,1,0,4,0.9268892172635019,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,3.55,16,0,1,0,3,0.692143074393831,2.6,0,proxy:v1-sales-heuristic-2026-09
pets,4.38,161,0,1,0,2,0.6934610138664895,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,5.0,8,1,1,1,1,0.6374945636400323,5.8,1,proxy:v1-sales-heuristic-2026-09
home services,4.32,8,0,1,0,1,0.8733096036362848,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.46,144,0,1,0,6,0.9027917689415702,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.16,48,0,1,0,4,0.9721029855625684,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.59,252,0,1,0,2,0.44093101759618003,3.0,0,proxy:v1-sales-heuristic-2026-09
automotive,3.88,1237,0,1,0,4,0.663009503143259,1.5,0,proxy:v1-sales-heuristic-2026-09
automotive,3.48,28,0,1,0,6,0.7128834564558558,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.45,11,0,1,0,4,0.7928637537589209,2.6,0,proxy:v1-sales-heuristic-2026-09
home services,4.37,28,1,1,0,6,0.7472025472021511,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.53,3,0,1,0,1,0.8581591149009428,2.0,0,proxy:v1-sales-heuristic-2026-09
health care,4.33,52,0,1,0,1,0.8264437753091503,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.43,35,0,1,1,4,0.8250153740164943,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.31,23,1,1,0,4,0.6682255307618215,6.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.88,15,1,1,0,5,0.3914917289601976,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.92,9,0,1,1,6,0.6366055084551161,1.7999999999999998,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.33,54,0,1,0,1,0.8675899312950208,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.83,6,0,1,1,6,0.8781860408722073,2.2,0,proxy:v1-sales-heuristic-2026-09
local service business,3.73,43,0,1,1,1,0.7490139193405363,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,4.18,240,0,1,0,4,0.640805760577755,1.8,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.61,125,0,1,1,5,0.862727381957892,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.92,4,0,1,0,5,0.40397560041445474,3.0,0,proxy:v1-sales-heuristic-2026-09
automotive,4.01,13,1,1,0,2,0.8939506875435126,6.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.75,39,0,1,0,4,0.7582587128423802,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.48,22,1,1,0,6,0.9567098529249061,6.6,1,proxy:v1-sales-heuristic-2026-09
health care,3.37,5,0,0,1,2,0.7877611239035726,1.8,0,proxy:v1-sales-heuristic-2026-09
local service business,2.86,2732,1,1,0,6,0.46153575929906326,2.7,0,proxy:v1-sales-heuristic-2026-09
home services,3.57,24,0,1,1,4,0.7842688743166594,3.6,0,proxy:v1-sales-heuristic-2026-09
fitness,4.5,201,0,1,0,1,0.6143887066311241,3.6,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.27,18,1,0,0,2,0.9860737986428199,5.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
local service business,3.4,88,0,1,1,6,0.6797224549207161,2.6,0,proxy:v1-sales-heuristic-2026-09
health care,5.0,6,0,1,0,3,0.48996153925161073,2.2,0,proxy:v1-sales-heuristic-2026-09
local service business,3.8,2591,0,1,0,6,0.9372839669701059,-0.30000000000000004,0,proxy:v1-sales-heuristic-2026-09
local service business,4.33,54,0,1,0,3,0.9404300890059321,2.6,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.5,80,0,1,1,3,0.7983672115684289,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.51,8,0,1,0,6,0.7285481787003187,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.31,25,0,1,1,5,0.8578316758912387,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.02,5,0,0,0,2,0.837917213356134,1.8,0,proxy:v1-sales-heuristic-2026-09
local service business,3.26,20,0,0,0,5,0.6930288328963013,1.4,0,proxy:v1-sales-heuristic-2026-09
food & beverage,5.0,61,0,0,0,2,0.8044820889850163,1.6,0,proxy:v1-sales-heuristic-2026-09
local service business,3.27,15,0,1,0,6,0.9043704831576649,2.6,0,proxy:v1-sales-heuristic-2026-09
health care,3.57,18,0,1,0,1,0.4100525406357603,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.58,7,1,1,0,4,0.5690754367396036,6.0,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.33,12,1,1,0,1,0.6724282029786032,6.6,1,proxy:v1-sales-heuristic-2026-09
fitness,4.89,169,0,1,0,5,0.8690947856758336,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
fitness,5.0,26,0,1,1,6,0.9800698655059522,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
home services,3.89,8,0,1,0,5,0.5051176481661123,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.42,17,0,1,1,3,0.8942097307613323,3.6,1,proxy:v1-sales-heuristic-2026-09
pets,2.92,4,0,1,0,5,0.453066397303255,2.2,0,proxy:v1-sales-heuristic-2026-09
automotive,4.02,8,1,1,0,2,0.6928271761321267,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.98,109,0,1,0,4,0.8270553730430705,2.6,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.79,20,0,1,0,6,0.9142452151223696,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.27,196,0,1,1,3,0.5764884149907429,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.37,22,0,1,1,1,0.8118352618980231,3.6,0,proxy:v1-sales-heuristic-2026-09
home services,4.33,23,1,1,0,3,0.3222946840385604,6.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.98,49,0,0,0,3,0.6466967971837916,2.4,0,proxy:v1-sales-heuristic-2026-09
home services,3.54,1,0,1,0,5,0.8687871492122998,3.0,0,proxy:v1-sales-heuristic-2026-09
local service business,4.52,30,0,1,0,5,0.9801535782174147,2.6,0,proxy:v1-sales-heuristic-2026-09
home services,4.16,23,1,1,1,3,0.9391339547974233,6.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.64,125,1,1,1,5,0.9524870246293868,6.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.58,70,1,1,0,1,0.785272577209439,6.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.37,7,0,1,0,2,0.6617168094299141,3.0,0,proxy:v1-sales-heuristic-2026-09
health care,3.36,96,0,1,1,4,0.9617640890549656,3.6,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.73,18,1,1,0,5,0.7843145998790161,6.6,1,proxy:v1-sales-heuristic-2026-09
fitness,3.57,9,0,1,0,5,0.7302036626678917,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.57,30,1,1,0,4,0.42119995889034295,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.34,19,0,1,0,1,0.7798531527446085,2.6,0,proxy:v1-sales-heuristic-2026-09
home services,4.75,133,1,1,1,5,0.7778480203856245,5.8,1,proxy:v1-sales-heuristic-2026-09
local service business,4.37,35,0,1,0,3,0.7543648166301206,2.6,0,proxy:v1-sales-heuristic-2026-09
home services,4.26,30,1,0,1,2,0.9128188510924813,5.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
automotive,4.81,66,1,1,0,3,0.4735655011922974,5.8,1,proxy:v1-sales-heuristic-2026-09
local service business,4.41,81,0,1,1,5,0.26385440025601253,2.6,0,proxy:v1-sales-heuristic-2026-09
fitness,4.19,58,1,1,1,2,0.968913969624948,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.96,116,0,0,1,4,0.9077503864870893,0.6,0,proxy:v1-sales-heuristic-2026-09
home services,4.21,47,0,1,1,1,0.8443400188653775,3.6,1,proxy:v1-sales-heuristic-2026-09
fitness,3.98,29,1,1,0,5,0.6916263893600497,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.69,95,0,0,1,1,0.7302258068446532,1.4,0,proxy:v1-sales-heuristic-2026-09
fitness,4.54,22,0,1,0,6,0.9402171932772789,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.83,25,0,1,0,6,0.9307669451157179,2.8000000000000003,1,proxy:v1-sales-heuristic-2026-09
fitness,4.12,162,1,1,1,6,0.7287695914519274,6.6,1,proxy:v1-sales-heuristic-2026-09
fitness,4.87,146,1,0,0,3,0.7745964703009518,4.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.07,24,0,1,1,5,0.8019171259520638,1.7999999999999998,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.12,1780,0,1,0,1,0.5827761694761274,1.5,0,proxy:v1-sales-heuristic-2026-09
home services,4.13,122,0,1,1,2,0.9184367753880301,3.6,0,proxy:v1-sales-heuristic-2026-09
local service business,3.75,59,0,1,0,1,0.740544131412801,2.6,1,proxy:v1-sales-heuristic-2026-09
home services,5.0,34,0,1,1,1,0.8094017816702004,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
legal services,4.11,17,0,1,1,3,0.8832275782183858,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.93,35,0,1,1,4,0.6039643982191409,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.16,23,1,0,0,6,0.8787664809591215,5.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
legal services,3.05,11,0,1,0,1,0.9854591250500409,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
automotive,3.73,28,0,1,0,3,0.5192769779171111,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.69,32,0,1,0,5,0.7690032462858737,3.6,1,proxy:v1-sales-heuristic-2026-09
fitness,3.8,857,1,1,1,2,0.9091958462134062,4.5,1,proxy:v1-sales-heuristic-2026-09
legal services,3.69,66,1,0,0,5,0.7295496237020181,5.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
local service business,4.87,101,0,1,0,4,0.33634930867404456,1.7999999999999998,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.89,71,0,1,0,4,0.809640132087906,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
automotive,4.43,18,0,1,0,1,0.9721436754310241,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.9,56,1,1,0,2,0.7798313246962812,5.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.02,26,0,1,1,6,0.8416495607464209,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.71,6,0,1,0,6,0.567729731697786,3.0,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.6,51,0,1,1,3,0.8297447401759419,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.58,28,1,1,0,4,0.5890255839226521,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.81,425,0,1,1,4,0.5453755064664877,1.2,0,proxy:v1-sales-heuristic-2026-09
legal services,3.58,121,0,1,0,4,0.616062788346883,3.6,1,proxy:v1-sales-heuristic-2026-09
pets,3.29,53,0,1,0,5,0.9510007138328576,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.27,32,1,1,0,4,0.47532104560387506,6.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.28,29,0,1,0,1,0.273901919285982,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,5.0,8,0,1,0,1,0.6797449975857914,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
automotive,3.78,3,1,1,0,6,0.8208740346261257,6.0,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.31,9,0,1,0,5,0.9416414876053816,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.32,23,0,1,0,2,0.5840350259237601,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.01,2,1,1,1,1,0.9035700745485767,6.0,0,proxy:v1-sales-heuristic-2026-09
health care,4.56,13,0,1,0,2,0.7604701922442585,3.6,1,proxy:v1-sales-heuristic-2026-09
pets,4.58,18,0,1,0,4,0.9256065885830889,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.33,19,0,1,0,4,0.89136184043567,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.01,11,1,1,1,2,0.47188666000547136,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.95,16,0,1,0,2,0.9792098152285081,2.6,0,proxy:v1-sales-heuristic-2026-09
legal services,3.4,163,0,1,0,2,0.6065464053939849,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.71,50,0,0,0,3,0.9347488975878697,1.4,0,proxy:v1-sales-heuristic-2026-09
home services,3.81,13,1,1,0,2,0.7257490824084161,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.53,2110,0,1,1,3,0.852812801289993,-0.30000000000000004,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.39,23,0,1,0,1,0.712360490470215,3.6,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.81,10,0,1,0,6,0.9487477716743282,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
automotive,3.65,10,0,1,0,6,0.8047310063172459,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.31,74,0,1,0,3,0.5984383169680285,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.58,15,0,1,1,5,0.8208310129816807,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.98,7,0,1,0,4,0.8525545539378201,3.0,0,proxy:v1-sales-heuristic-2026-09
legal services,3.77,2723,0,1,1,1,0.8744960746634869,1.5,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.48,27,0,1,0,2,0.4908699421588009,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.78,2,0,1,0,1,0.7334080030949981,3.0,0,proxy:v1-sales-heuristic-2026-09
automotive,4.71,23,1,1,1,5,0.749922422631214,5.8,0,proxy:v1-sales-heuristic-2026-09
home services,4.01,63,1,1,0,5,0.7420617960091377,6.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.79,40,0,0,0,4,0.5277083748848306,2.4,0,proxy:v1-sales-heuristic-2026-09
food & beverage,3.46,285,1,1,0,1,0.8851774398390897,6.0,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.29,97,1,1,1,2,0.7896384892803535,6.6,1,proxy:v1-sales-heuristic-2026-09
legal services,4.64,120,0,0,0,3,0.6388465346066395,2.4,0,proxy:v1-sales-heuristic-2026-09
local service business,4.3,533,1,1,0,1,0.781778462799074,5.0,1,proxy:v1-sales-heuristic-2026-09
home services,5.0,56,0,1,0,1,0.7790294211282318,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
fitness,4.94,29,0,1,0,2,0.6059785307865495,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
local service business,3.98,71,0,0,0,4,0.8180345520170328,1.4,0,proxy:v1-sales-heuristic-2026-09
local service business,3.98,13,0,1,0,1,0.872169359060103,2.6,0,proxy:v1-sales-heuristic-2026-09
health care,4.41,27,0,1,1,6,0.7665531201847889,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.69,12,0,1,1,3,0.664317622538705,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,4.79,38,1,1,0,2,0.8092839216644692,4.8,1,proxy:v1-sales-heuristic-2026-09
local service business,4.35,11,1,1,0,1,0.6349536562779966,5.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.29,11,0,1,0,6,0.7569223282895227,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.53,38,0,0,1,4,0.8779279725125444,2.4,0,proxy:v1-sales-heuristic-2026-09
automotive,5.0,21,0,1,1,6,0.7809527408982551,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
home services,4.24,2,1,1,0,5,0.8584867711819314,6.0,1,proxy:v1-sales-heuristic-2026-09
home services,4.09,4,0,1,1,6,0.5225440454019753,3.0,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.98,6,0,1,0,6,0.8776849316164088,2.2,0,proxy:v1-sales-heuristic-2026-09
health care,4.68,9,0,1,0,5,0.7498966155132443,3.6,1,proxy:v1-sales-heuristic-2026-09
health care,3.97,1975,0,1,1,6,0.8436153429344344,1.5,1,proxy:v1-sales-heuristic-2026-09
local service business,4.15,31,1,1,0,6,0.9311029794841836,5.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.26,79,0,1,0,2,0.6082660726513327,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.35,56,0,1,0,4,0.8919328071600041,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.4,79,0,1,1,6,0.917435669178462,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,3.3,47,1,0,0,6,0.7567641448482828,4.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
local service business,3.66,30,0,1,0,1,0.9024491667809519,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,3.62,82,0,0,0,1,0.7681459242090072,1.4,0,proxy:v1-sales-heuristic-2026-09
local service business,3.8,67,0,1,1,2,0.5410932179919665,2.6,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.5,37,1,1,1,5,0.8814897428768262,6.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.06,1377,0,1,0,3,0.6594062674227185,1.5,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.26,1,0,1,0,4,0.8488001732785717,3.0,1,proxy:v1-sales-heuristic-2026-09
health care,3.48,17,0,1,0,1,0.93433389931256,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.9,17,0,1,0,1,0.876791993563662,2.6,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.47,87,1,0,1,5,0.8743942229715249,5.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
health care,4.48,138,0,1,0,2,0.7634928303618113,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.75,4,0,1,1,1,0.7020272645120235,3.0,0,proxy:v1-sales-heuristic-2026-09
automotive,4.24,115,1,1,1,2,0.9325779795667309,6.6,1,proxy:v1-sales-heuristic-2026-09
